# Channel: LockIn2AmpInput,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Width: 20.0 ?æm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Height: 20.0 ?æm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Value units: V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.010203,-0.014913,-0.018087,-0.018346,-0.020679,-0.015918,-0.0066988,-0.02184,-0.017658,-0.024287,-0.021198,-0.016344,-0.018892,-0.015424,-0.019249,-0.013049,-0.024983,-0.011561,-0.013535,-0.018037,-0.0067593,-0.010981,-0.011589,-0.012274,-0.014058,-0.014366,-0.0053549,-0.0048175,-0.0016491,0.0012184,0.0065446,0.00068289,0.0086345,0.014291,0.016018,0.024049,0.022275,0.022414,0.022901,0.026411,0.055019,0.15021,0.16495,0.19604,0.27388,0.069848,0.026111,0.012424,0.00479,0.0023164,-0.0010037,-0.0010624,-0.0097461,-0.0015718,0.0044594,0.0014894,0.0089819,-0.0018503,0.00069221,0.00016042,0.0010619,0.0024133,-0.0077214,-0.011018,-0.0031178,-0.0039439,-0.0031923,-0.0015905,-0.016204,-0.015719,-0.0072334,-0.0091668,-0.0098476,-0.0076748,-0.012547,-0.010439,-0.0089209,-0.011008,-0.011287,-0.0062974,-0.013056,-0.0095924,-0.0065283,0.0088953,0.0038401,-0.0062368,0.0083942,0.0049884,0.0023043,0.0083542,0.0043551,0.020374,0.00023027,0.0050601,0.011355,0.0094867,0.011837,0.010567,0.0041111,0.010984,0.0059141,0.0025316,-0.012113,-0.0042773,-0.0017777,-0.0037875,0.0026517,-0.012164,-0.015565,-0.014581,-0.01635,-0.01246,-0.016135,-0.011329,-0.011697,-0.005678,-0.0021427,-0.013825,-0.010128,-0.010387,-0.016304,-0.023714,-0.028554,-0.023319,-0.015865,-0.027746,-0.022437,-0.027128
-0.014827,-0.025969,-0.023315,-0.022623,-0.017656,-0.01954,-0.016128,-0.022872,-0.019131,-0.017409,-0.016105,-0.018473,-0.016504,-0.013503,-0.014446,-0.0084562,-0.0090168,-0.019884,-0.01247,-0.022568,-0.011602,-0.014449,-0.016755,-0.010407,-0.012859,-0.019464,-0.012651,-0.0070694,-0.0030433,-0.0069251,-0.0035472,0.0010312,0.0065251,0.0098117,0.024495,0.016411,0.02022,0.030701,0.036669,0.019905,0.067407,0.15838,0.15021,0.20899,0.22337,0.040895,0.022964,0.010031,0.00852,0.0041064,0.00061118,0.0015602,-0.006736,0.0048785,-0.011768,0.0076417,0.007516,-0.0073554,-0.0073395,0.0077628,-0.0044394,0.0012724,-0.0025786,-0.006655,-0.0087654,-0.011571,-0.013091,-0.0028971,-0.010055,-0.016057,-0.011044,-0.0097945,-0.0038228,-0.0039327,-0.012463,-0.0052031,-0.0081777,-0.004594,-0.0066271,-0.0086601,-0.007645,-0.01347,-0.0018084,-0.0098746,0.0042843,0.0081633,0.005997,0.012467,0.011865,0.0049269,0.0037488,-0.00090315,0.0129,0.003393,0.0081344,0.012436,-0.0042922,-0.0031374,0.00056834,-0.0088725,-0.002654,0.0016999,-0.012038,-0.0041218,-0.0039132,-0.005855,-0.014381,0.000356,-0.0044189,0.00015576,-0.015494,-0.014269,-0.01316,-0.012945,-0.013695,-0.013769,-0.0024687,-0.0075686,-0.0070378,0.0069498,-0.019937,-0.020526,-0.019148,-0.018657,-0.026715,-0.027783,-0.021897,-0.025254
-0.017829,-0.01746,-0.017238,-0.025351,-0.013006,-0.018822,-0.022143,-0.015996,-0.0086704,-0.015956,-0.018969,-0.010033,-0.012718,-0.013075,-0.012861,-0.017163,-0.011069,-0.014651,-0.013979,-0.023651,-0.018277,-0.01572,-0.0017479,-0.0089246,-0.019029,0.0010089,-0.0047924,-0.0073544,-0.0078396,0.002811,0.0012305,0.0060734,0.0094764,0.017247,0.020971,0.012763,0.017773,0.034485,0.036055,0.032952,0.083572,0.18726,0.21672,0.28141,0.1779,0.029973,0.017523,0.0043002,0.0076734,0.00072294,-0.0044524,-0.0082057,0.0025353,0.0022112,0.0018331,0.0036603,-0.0026242,0.0019411,-0.0019146,-0.0058531,-0.0027639,-0.0085661,-0.0010727,-0.0079253,-0.0093931,-0.0073386,-0.0058699,-0.0081218,-0.0092282,-0.01882,-0.011559,-0.010815,-0.0084543,-0.01279,-0.013925,-0.01372,-0.012205,-0.02321,-0.0034634,-0.0074774,-0.016164,-0.0088315,-0.0020803,-0.0054648,-0.0025348,0.0084194,0.0080618,0.0003411,-0.0043118,-0.0034922,0.0081176,0.011188,-0.0059658,-0.0097405,0.0011523,0.0091384,0.0021227,-0.0062555,0.0042722,0.0012463,-0.0097246,0.0021944,-0.009137,-0.0070294,-0.010919,-0.017481,-0.011187,-0.0089665,-0.00082399,-0.013394,-0.0080622,-0.019914,-0.013876,-0.0098392,-0.0087319,-0.0096194,-0.0080157,-0.0041488,-0.0054787,-0.012822,-0.0178,-0.022464,-0.024926,-0.021928,-0.028073,-0.01574,-0.022058,-0.019501
-0.01778,-0.019238,-0.014967,-0.015526,-0.01971,-0.025846,-0.020602,-0.016413,-0.019462,-0.017538,-0.022335,-0.0091454,-0.015367,-0.0083919,-0.02247,-0.01875,-0.016346,-0.02406,-0.0090029,-0.02081,-0.018067,-0.01045,-0.0059649,-0.010809,-0.0081237,-0.0069158,-0.0027928,-0.0080082,-0.0043155,-0.0050243,0.0031295,0.0056338,0.011985,0.014495,0.016291,0.017525,0.015353,0.039197,0.028734,0.047607,0.14224,0.22605,0.30194,0.39875,0.17439,0.022487,0.0099179,0.0069209,-0.0015262,0.0059458,-0.0077484,-0.0075938,-0.0036599,0.0028361,0.004723,-0.0013912,0.0070587,0.0016803,0.0017213,0.0044203,-0.001597,-0.00066101,0.0010703,-0.0085996,-0.0076273,-0.013014,2.44E-05,0.00018463,-0.009408,-0.011196,-0.014902,-0.014445,-0.015884,-0.014393,-0.014968,-0.018263,-0.018232,-0.009191,-0.0033088,-0.0054964,-0.00054832,-0.013395,-0.0056156,-0.00013667,-0.0039029,0.00079745,-0.0013437,-0.0017199,3.75E-05,-0.003184,0.00197,0.012607,0.0040822,0.0056971,0.0025409,0.0046848,-0.0016855,-0.0023374,0.011917,-0.022086,-0.010676,0.0040142,-0.0042559,-0.0097787,-0.0090094,-0.0054853,-0.0012906,-0.011405,-0.003875,-0.0084813,-0.0097442,-0.011473,-0.015234,-0.0137,-0.008649,-0.01525,-0.0070247,-0.0084785,-0.014574,-0.0088315,-0.024308,-0.018909,-0.027468,-0.028416,-0.015717,-0.019884,-0.028261,-0.025139
-0.019549,-0.0196,-0.023159,-0.015673,-0.014637,-0.017828,-0.0090336,-0.022806,-0.011083,-0.015281,-0.01548,-0.020779,-0.015916,-0.020275,-0.017447,-0.013113,-0.017089,-0.012945,-0.0066541,-0.0091258,-0.0079514,-0.010067,-0.014032,-0.010554,-0.0097395,-0.0017376,-0.0014964,-0.0015113,0.00047893,-0.0015225,0.0052734,0.0021954,0.01504,0.021592,0.021962,0.019446,0.023199,0.021796,0.040213,0.043844,0.16857,0.19118,0.24315,0.34596,0.11332,0.031613,0.016666,0.0018685,-7.80E-05,-0.00090874,-0.00088452,-0.0072175,0.004722,0.00041281,0.0021348,0.0017111,-0.00015344,0.006241,-0.0091407,-0.0094583,-0.0050056,-0.0032501,0.0032124,-0.00053248,-0.0060208,-0.016338,-0.011949,0.00036997,-0.004268,-0.0089498,-0.01593,-0.0047234,-0.010489,-0.014983,-0.015914,-0.0031793,-0.01191,0.00010454,-0.010389,-0.018037,-0.0062163,-0.013198,-0.0072063,-0.0027183,-0.0099649,-0.0027332,0.0026498,0.0035448,0.005306,0.0088906,0.00479,-0.0022573,-0.0038377,-0.0017711,0.0013069,0.0065754,0.0026051,0.014169,-0.0025274,-0.0075928,0.005414,0.0033232,-0.0085,-0.012272,-0.0045772,-0.010578,-0.0060319,-0.01793,-0.0092115,-0.0085642,-0.012623,-0.021841,-0.0090168,-0.014313,-0.014732,-0.0079076,-0.0052785,-0.0024119,-0.0083956,-0.0046061,-0.0089218,-0.021161,-0.026468,-0.019279,-0.020893,-0.025555,-0.02623,-0.019974
-0.0087309,-0.0068776,-0.020185,-0.01922,-0.012337,-0.023694,-0.01583,-0.014965,-0.018147,-0.0090373,-0.01133,-0.011621,-0.01845,-0.014018,-0.019997,-0.0045185,-0.012569,-0.0059118,-0.012683,-0.017449,-0.011778,-0.011399,-0.011056,-0.010914,-0.010847,0.00083563,-0.0062834,-0.00066846,-0.010352,0.0048515,0.00077137,0.009862,0.0017809,0.014043,0.019162,0.014955,0.01967,0.023218,0.03278,0.051024,0.13842,0.19305,0.22319,0.31143,0.078053,0.024921,0.021404,-0.0012207,-0.003211,0.0028454,0.0010591,-0.0005092,-0.012452,-0.0026,-0.0012524,-0.0052776,-0.0023104,-0.0087747,0.0016962,0.0011215,-0.0049758,0.0012519,-0.0066336,0.0051141,-0.0059519,-0.011662,-0.0084143,-0.0087067,-0.0039691,-0.012149,-0.013918,-0.016261,-0.0099361,-0.0097954,-0.011376,-0.0037344,-0.0141,0.00022561,-0.0066392,-0.0066131,-0.0071002,-0.010398,-0.0020878,0.0027076,-0.005787,0.0069954,0.0041139,-0.0034065,0.0041409,-0.0013697,-0.010663,-0.00012643,0.0068613,0.0013646,-0.0016398,0.0032869,-0.0033665,-0.0043788,0.0016878,-0.0093568,-0.00094972,-0.0099761,-0.0056203,-0.0017199,-0.0045279,0.0037972,-0.0047896,-0.0055113,-0.011732,-0.01724,-0.021307,-0.014084,-0.02159,-0.01673,-0.014775,-0.024031,-0.014771,-0.0026289,-0.015942,-0.012883,-0.0074112,-0.023545,-0.023607,-0.022894,-0.021205,-0.021295,-0.019017,-0.020286
-0.021931,-0.012606,-0.01171,-0.0087132,-0.013185,-0.014309,-0.020069,-0.0093577,-0.016307,-0.021077,-0.021026,-0.0079169,-0.015924,-0.018112,-0.017215,-0.013496,-0.0080306,-0.014023,-0.013592,-0.015253,-0.016997,-0.015529,-0.0057805,-0.0097768,-0.0062005,-0.0024147,-0.01071,-0.0052925,-0.0036776,0.010803,0.008547,0.0075486,0.015651,0.018719,0.01994,0.022239,0.017369,0.033825,0.030523,0.084161,0.1422,0.18984,0.26417,0.2843,0.063425,0.019068,0.0056031,0.015896,0.0020454,-0.0070583,-0.0025041,-0.0052003,-0.0071235,-0.0056678,0.0063966,0.0032086,-0.0043937,-0.0039858,0.00018184,0.0015444,-0.0010792,-0.0031728,3.03E-06,-0.0041106,-0.0016044,0.0040003,-0.016339,-0.011321,-0.004729,0.0014959,-0.01598,-0.0065134,-0.0073013,-0.0084767,-0.014634,-0.01767,-0.010992,-0.0092813,-0.0082727,-0.012714,-0.011704,-0.0029912,-0.012015,-0.0094592,-0.0033563,0.0069917,-0.0016268,-0.0018466,-0.00094227,0.0047453,0.0083915,0.0067076,0.0020864,0.0097028,-0.0031458,0.0052147,0.0083114,0.0017837,-0.0028627,0.0069479,-0.005014,-0.0054396,-0.0043602,0.0025008,-0.0032287,-0.0032221,-0.010484,-0.0070974,0.00081607,-0.0065991,-0.0046275,-0.01537,-0.012883,-0.01696,-0.014775,-0.012495,-0.013736,-0.014797,-0.016548,-0.0018289,-0.008201,-0.014216,-0.025538,-0.02205,-0.020751,-0.023638,-0.022961,-0.020341
-0.012654,-0.017333,-0.019711,-0.012804,-0.020833,-0.01181,-0.017315,-0.014486,-0.016568,-0.014731,-0.011442,-0.019212,-0.01256,-0.0049069,-0.012646,-0.0068878,-0.008567,-0.013079,-0.013847,0.00071083,-0.010281,-0.0078462,-0.0077754,-0.015198,-0.0059872,-0.0012338,-0.00065449,-0.0072883,-0.00037882,-0.0048007,0.0068129,0.005008,0.010451,0.019674,0.010403,0.019163,0.012991,0.019253,0.032612,0.10156,0.16709,0.26165,0.41242,0.23404,0.055495,0.022247,0.0067551,0.012682,-0.0025507,0.0023947,-0.0039197,-0.0025022,-0.0054219,0.0049996,0.0012594,-0.0025143,-0.0063039,-0.0006936,-0.011712,-0.0085037,0.0017222,0.01181,-0.00099721,-0.0068999,-0.0055328,-0.011541,-0.008147,-0.010207,3.66E-05,-0.011696,-0.009475,-0.01478,-0.0069949,-0.012834,-0.0082429,-0.0090364,-0.012278,-0.012195,-0.0091025,-0.010741,-0.013765,-0.00070944,-0.01489,-0.011022,-0.0058624,0.010321,5.61E-05,-0.00025867,0.0090695,0.0090583,0.010934,0.0054252,0.0062066,0.0091011,0.0052045,-0.0024594,0.00086636,-0.0038843,0.00086171,0.002837,-0.00039465,0.0037367,-0.004811,-0.0026103,-0.0088324,-0.0047672,-0.006696,-0.0093419,-0.015007,-0.0061437,-0.01074,-0.011147,-0.023872,-0.017999,-0.025281,-0.016134,-0.013418,-0.010658,-0.011028,-0.0132,-0.008784,-0.011146,-0.021299,-0.027455,-0.024029,-0.01412,-0.018297,-0.027525
-0.020507,-0.010452,-0.011229,-0.01671,-0.01208,-0.018916,-0.02645,-0.0086983,-0.012375,-0.015998,-0.019897,-0.01771,-0.016056,-0.00976,-0.014229,-0.013296,-0.017517,-0.013724,-0.018075,-0.0090979,-0.014295,-0.0063533,-0.018216,-0.00089291,-0.0091072,0.0049772,-0.0024529,-0.0015029,0.0024487,0.0016775,0.0071835,0.0061917,0.012444,0.013748,0.01798,0.019841,0.024569,0.020823,0.072669,0.12516,0.15741,0.18624,0.31968,0.24211,0.074148,0.0066247,0.016251,-0.0040762,-0.0054247,-0.010077,-0.0060962,-0.0083463,0.0011709,-0.0070573,-0.0036785,-0.0016948,0.0038065,-0.002872,-0.014679,0.0019737,-0.00039465,-0.004472,-0.010666,-0.0041898,-0.0083761,-0.01141,-0.012736,-0.01385,-0.016362,-0.00055484,-0.014002,-0.021234,-0.011272,-0.019346,-0.013163,-0.015142,-0.010934,-0.015061,-0.010688,-0.010491,-0.0037791,-0.0098047,-0.008865,-0.0082913,-0.002587,-0.00014133,0.00077137,-0.002803,0.00021537,0.0023863,0.00015483,-0.0039765,-0.0011211,-0.0054871,0.0055127,-0.0077614,0.0020408,-0.0041712,3.84E-05,-0.0019742,-0.0053837,0.0010731,0.0025241,-0.0075975,-0.009299,-0.009544,-0.011973,-0.012786,-0.0081572,-0.0042485,-0.0029241,-0.01422,-0.017378,-0.01836,-0.0074485,-0.020254,-0.016027,-0.012766,-0.004526,-0.016835,-0.0059537,-0.015027,-0.0071505,-0.022225,-0.015508,-0.020847,-0.023355,-0.023401
-0.020512,-0.017594,-0.019685,-0.01437,-0.018024,-0.016418,-0.013795,-0.014721,-0.016192,-0.017041,-0.016927,-0.020384,-0.014242,-0.018939,-0.013864,-0.00098697,-0.0080268,-0.02122,-0.011592,-0.018744,-0.01095,-0.010308,-0.0078825,-0.012554,-0.0088371,-0.01015,-0.0040175,0.00087754,-0.00086217,0.0066983,0.0026638,0.0077842,0.0063137,0.012766,0.017083,0.022652,0.034866,0.043311,0.077588,0.13057,0.16922,0.16792,0.20737,0.068203,0.01825,0.001468,0.014483,0.0028668,0.0046019,0.00040163,-0.0064436,-0.0028478,0.0082043,0.0021926,0.008682,0.0025325,-0.00069081,-0.0017516,0.0012845,-0.0052711,0.0025157,-0.0023262,0.0057493,0.0028119,-0.011205,-0.012629,-0.011089,-0.0083211,-0.0094629,-0.01266,-0.0074559,-0.013519,-0.014574,-0.018215,-0.012776,-0.0091267,-0.0064864,-0.015754,-0.010958,-0.0070275,-0.011417,-0.014865,-0.014881,-0.010048,-0.0063449,0.0031332,0.0031872,0.0030112,0.0070094,0.0090322,-0.0082364,-0.015131,-0.0017805,-0.0019304,-0.0049823,0.0016049,-0.0076469,-0.0027239,-0.0076906,-0.0029763,-0.0062853,-0.006194,0.0060315,-0.0061223,-0.014013,-0.0012505,-0.0097982,-0.0076282,-0.015866,-0.017428,-0.012365,-0.017892,-0.0089507,-0.011638,-0.014183,-0.014787,-0.0099286,-0.019331,-0.011041,-0.015122,-0.0091379,-0.0080641,-0.0086164,0.013626,-0.010118,-0.024398,-0.023512,-0.01485
